budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,18,56.25,18,56.25,100.0
40,19,59.375,19,59.375,100.0
50,20,62.5,20,62.5,100.0
60,20,62.5,20,62.5,100.0
75,20,62.5,20,62.5,100.0
100,21,65.625,21,65.625,100.0
150,23,71.875,23,71.875,100.0
200,23,71.875,23,71.875,100.0
