budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,18,28.125,18,28.125,100.0
40,18,28.125,18,28.125,100.0
50,18,28.125,18,28.125,100.0
60,41,64.0625,18,28.125,43.90243902439025
75,54,84.375,18,28.125,33.333333333333336
100,64,100.0,18,28.125,28.125
150,64,100.0,18,28.125,28.125
200,64,100.0,18,28.125,28.125
