budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,0,0.0,0,0.0,0.0
40,0,0.0,0,0.0,0.0
50,0,0.0,0,0.0,0.0
60,0,0.0,0,0.0,0.0
75,13,10.15625,13,10.15625,100.0
100,20,15.625,20,15.625,100.0
150,46,35.9375,45,35.15625,97.82608695652173
200,80,62.5,77,60.15625,96.25
