budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,61,47.65625,61,47.65625,100.0
40,68,53.125,68,53.125,100.0
50,77,60.15625,77,60.15625,100.0
60,112,87.5,84,65.625,75.0
75,128,100.0,87,67.96875,67.96875
100,128,100.0,87,67.96875,67.96875
150,128,100.0,87,67.96875,67.96875
200,128,100.0,87,67.96875,67.96875
