budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,53,20.703125,53,20.703125,100.0
40,93,36.328125,93,36.328125,100.0
50,93,36.328125,93,36.328125,100.0
60,104,40.625,104,40.625,100.0
75,121,47.265625,121,47.265625,100.0
100,137,53.515625,137,53.515625,100.0
150,149,58.203125,149,58.203125,100.0
200,156,60.9375,156,60.9375,100.0
