budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,20,31.25,20,31.25,100.0
40,22,34.375,22,34.375,100.0
50,24,37.5,24,37.5,100.0
60,30,46.875,30,46.875,100.0
75,32,50.0,32,50.0,100.0
100,33,51.5625,33,51.5625,100.0
150,35,54.6875,35,54.6875,100.0
200,35,54.6875,35,54.6875,100.0
