scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,256,709.0,709.0,0.0,709.0,709.0,709.0,709.0,709.0,709.0
probe_all,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
search_all,256,709.0,709.0,0.0,709.0,709.0,709.0,709.0,709.0,709.0
total_success,0,,,,,,,,,
total_failure,256,709.0,709.0,0.0,709.0,709.0,709.0,709.0,709.0,709.0
search_success,0,,,,,,,,,
search_failure,256,709.0,709.0,0.0,709.0,709.0,709.0,709.0,709.0,709.0
