scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,64,114.5625,47.0,122.60325686436718,3.0,11.0,243.0,243.0,243.0,483.0
probe_all,64,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,64,112.5625,45.0,122.60325686436718,1.0,9.0,241.0,241.0,241.0,481.0
total_success,42,35.857142857142854,19.0,48.900565499004706,3.0,3.0,44.0,86.6,133.19999999999985,227.0
total_failure,22,264.8181818181818,243.0,68.99514894912828,243.0,243.0,243.0,243.0,470.99999999999983,483.0
search_success,42,33.857142857142854,17.0,48.900565499004706,1.0,1.0,42.0,84.6,131.19999999999985,225.0
search_failure,22,262.8181818181818,241.0,68.99514894912828,241.0,241.0,241.0,241.0,468.99999999999983,481.0
