budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,24,37.5,24,37.5,100.0
40,31,48.4375,31,48.4375,100.0
50,35,54.6875,35,54.6875,100.0
60,36,56.25,36,56.25,100.0
75,36,56.25,36,56.25,100.0
100,39,60.9375,39,60.9375,100.0
150,40,62.5,40,62.5,100.0
200,41,64.0625,41,64.0625,100.0
