budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,64,50.0,64,50.0,100.0
40,75,58.59375,75,58.59375,100.0
50,81,63.28125,81,63.28125,100.0
60,99,77.34375,92,71.875,92.92929292929293
75,112,87.5,99,77.34375,88.39285714285714
100,128,100.0,103,80.46875,80.46875
150,128,100.0,103,80.46875,80.46875
200,128,100.0,103,80.46875,80.46875
