budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,47,18.359375,47,18.359375,100.0
40,83,32.421875,83,32.421875,100.0
50,83,32.421875,83,32.421875,100.0
60,95,37.109375,95,37.109375,100.0
75,112,43.75,112,43.75,100.0
100,132,51.5625,132,51.5625,100.0
150,140,54.6875,140,54.6875,100.0
200,158,61.71875,157,61.328125,99.36708860759494
