budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,69,26.953125,69,26.953125,100.0
40,76,29.6875,76,29.6875,100.0
50,83,32.421875,83,32.421875,100.0
60,97,37.890625,97,37.890625,100.0
75,125,48.828125,125,48.828125,100.0
100,131,51.171875,131,51.171875,100.0
150,256,100.0,152,59.375,59.375
200,256,100.0,152,59.375,59.375
