scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,256,86.203125,88.0,56.17958917822713,3.0,23.0,143.0,143.0,143.0,143.0
probe_all,256,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,256,84.203125,86.0,56.17958917822713,1.0,21.0,141.0,141.0,141.0,141.0
total_success,152,47.3421052631579,38.0,39.97813633777282,3.0,13.0,73.0,113.0,133.0,143.0
total_failure,104,143.0,143.0,0.0,143.0,143.0,143.0,143.0,143.0,143.0
search_success,152,45.3421052631579,36.0,39.97813633777282,1.0,11.0,71.0,111.0,131.0,141.0
search_failure,104,141.0,141.0,0.0,141.0,141.0,141.0,141.0,141.0,141.0
