scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,16,130.875,96.0,72.33936946780777,66.0,66.0,228.75,234.0,234.0,234.0
probe_all,16,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,65.0
search_all,16,65.875,31.0,72.33936946780777,1.0,1.0,163.75,169.0,169.0,169.0
total_success,11,84.63636363636364,70.0,27.68416917916259,66.0,66.0,96.0,122.0,134.5,147.0
total_failure,5,232.6,234.0,2.8,227.0,234.0,234.0,234.0,234.0,234.0
search_success,11,19.636363636363637,5.0,27.684169179162588,1.0,1.0,31.0,57.0,69.5,82.0
search_failure,5,167.6,169.0,2.8,162.0,169.0,169.0,169.0,169.0,169.0
