budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,3,4.6875,3,4.6875,100.0
40,7,10.9375,7,10.9375,100.0
50,7,10.9375,7,10.9375,100.0
60,8,12.5,8,12.5,100.0
75,8,12.5,8,12.5,100.0
100,10,15.625,10,15.625,100.0
150,10,15.625,10,15.625,100.0
200,10,15.625,10,15.625,100.0
