budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,63,49.21875,63,49.21875,100.0
40,79,61.71875,79,61.71875,100.0
50,89,69.53125,89,69.53125,100.0
60,108,84.375,98,76.5625,90.74074074074075
75,128,100.0,103,80.46875,80.46875
100,128,100.0,103,80.46875,80.46875
150,128,100.0,103,80.46875,80.46875
200,128,100.0,103,80.46875,80.46875
