scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,256,58.09375,15.0,80.40788960629112,3.0,3.0,71.0,231.0,243.0,243.0
probe_all,256,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,256,56.09375,13.0,80.40788960629112,1.0,1.0,69.0,229.0,241.0,241.0
total_success,232,38.96551724137931,11.0,56.84581855159997,3.0,3.0,51.0,118.20000000000005,180.79999999999995,239.0
total_failure,24,243.0,243.0,0.0,243.0,243.0,243.0,243.0,243.0,243.0
search_success,232,36.96551724137931,9.0,56.84581855159997,1.0,1.0,49.0,116.20000000000005,178.79999999999995,237.0
search_failure,24,241.0,241.0,0.0,241.0,241.0,241.0,241.0,241.0,241.0
