budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,143,55.859375,143,55.859375,100.0
40,159,62.109375,159,62.109375,100.0
50,164,64.0625,164,64.0625,100.0
60,181,70.703125,181,70.703125,100.0
75,197,76.953125,197,76.953125,100.0
100,205,80.078125,205,80.078125,100.0
150,215,83.984375,215,83.984375,100.0
200,223,87.109375,223,87.109375,100.0
