budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,758,44.146767617938266,758,44.146767617938266,100.0
40,829,48.281887012230634,829,48.281887012230634,100.0
50,916,53.34886429819453,916,53.34886429819453,100.0
60,992,57.77518928363425,992,57.77518928363425,100.0
75,1164,67.79266161910309,1113,64.82236458940011,95.61855670103093
100,1388,80.83867210250436,1220,71.05416423995341,87.89625360230548
150,1717,100.0,1256,73.15084449621433,73.15084449621433
200,1717,100.0,1256,73.15084449621433,73.15084449621433
