budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,29,45.3125,29,45.3125,100.0
40,32,50.0,32,50.0,100.0
50,34,53.125,34,53.125,100.0
60,36,56.25,36,56.25,100.0
75,39,60.9375,39,60.9375,100.0
100,41,64.0625,41,64.0625,100.0
150,45,70.3125,45,70.3125,100.0
200,46,71.875,46,71.875,100.0
