scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,1795,57.17493036211699,15.0,78.47921170324913,3.0,3.0,75.0,235.8000000000011,243.0,243.0
probe_all,1795,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,1795,55.17493036211699,13.0,78.47921170324913,1.0,1.0,73.0,233.8000000000011,241.0,241.0
total_success,1624,37.608374384236456,11.0,52.80808574467997,3.0,3.0,59.0,111.0,159.0,243.0
total_failure,171,243.0,243.0,0.0,243.0,243.0,243.0,243.0,243.0,243.0
search_success,1624,35.608374384236456,9.0,52.80808574467997,1.0,1.0,57.0,109.0,157.0,241.0
search_failure,171,241.0,241.0,0.0,241.0,241.0,241.0,241.0,241.0,241.0
