system_id,method,subset_size,attack_success_rate,avg_queries,avg_probe_queries,avg_search_queries,delta_over_clean_l2_ratio_mean,region_measurement_support_count_mean,region_measurement_support_ratio_mean,region_sparse_efficiency_mean,state_support_retention_ratio_mean,state_offsupport_energy_ratio_mean
14,zoo_baseline,256,9.375,83.46875,0.0,83.46875,0.08624831300615218,54.0,1.0,0.0,0.5518468980367397,0.40188003299154307
14,mainline,256,98.4375,13.84375,2.0,11.84375,0.09521846789796629,18.94921875,0.3509114583333333,0.0,0.19158189908340398,0.06079431888412249
14,sparse_only,256,74.609375,25.578125,2.0,23.578125,0.09254223404028612,18.0390625,0.33405671296296297,0.0,0.3981562402302235,0.13849690017697533
14,sparse_combined,256,97.265625,14.578125,2.0,12.578125,0.09463025344585235,17.578125,0.3255208333333333,0.0,0.24499737390841755,0.05232555460463728
