scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,1717,13.760629004076879,11.0,12.626681739150746,3.0,3.0,19.0,31.0,39.79999999999927,99.0
probe_all,1717,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,1717,11.760629004076879,9.0,12.626681739150746,1.0,1.0,17.0,29.0,37.79999999999927,97.0
total_success,1684,12.91686460807601,11.0,11.09333007338468,3.0,3.0,19.0,27.0,35.0,71.0
total_failure,33,56.81818181818182,51.0,11.188344978632072,51.0,51.0,59.0,73.4,78.19999999999999,99.0
search_success,1684,10.91686460807601,9.0,11.09333007338468,1.0,1.0,17.0,25.0,33.0,69.0
search_failure,33,54.81818181818182,49.0,11.188344978632072,49.0,49.0,57.0,71.4,76.19999999999999,97.0
