scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,256,58.015625,27.0,74.3746832319935,3.0,14.0,59.0,243.0,243.0,243.0
probe_all,256,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,256,56.015625,25.0,74.3746832319935,1.0,12.0,57.0,241.0,241.0,241.0
total_success,229,36.20524017467249,23.0,40.90864002183116,3.0,11.0,47.0,71.0,130.19999999999993,243.0
total_failure,27,243.0,243.0,0.0,243.0,243.0,243.0,243.0,243.0,243.0
search_success,229,34.20524017467249,21.0,40.90864002183116,1.0,9.0,45.0,69.0,128.19999999999993,241.0
search_failure,27,241.0,241.0,0.0,241.0,241.0,241.0,241.0,241.0,241.0
