budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,0,0.0,0,0.0,0.0
40,0,0.0,0,0.0,0.0
50,0,0.0,0,0.0,0.0
60,1,100.0,0,0.0,0.0
75,1,100.0,0,0.0,0.0
100,1,100.0,0,0.0,0.0
150,1,100.0,0,0.0,0.0
200,1,100.0,0,0.0,0.0
