scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,256,50.6875,11.0,74.85504220658753,3.0,3.0,63.0,189.0,243.0,243.0
probe_all,256,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,256,48.6875,9.0,74.85504220658753,1.0,1.0,61.0,187.0,241.0,241.0
total_success,235,33.50212765957447,11.0,50.03695438357238,3.0,3.0,43.0,99.0,159.0,243.0
total_failure,21,243.0,243.0,0.0,243.0,243.0,243.0,243.0,243.0,243.0
search_success,235,31.50212765957447,9.0,50.03695438357238,1.0,1.0,41.0,97.0,157.0,241.0
search_failure,21,241.0,241.0,0.0,241.0,241.0,241.0,241.0,241.0,241.0
