budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,155,60.546875,155,60.546875,100.0
40,176,68.75,176,68.75,100.0
50,180,70.3125,180,70.3125,100.0
60,190,74.21875,190,74.21875,100.0
75,203,79.296875,203,79.296875,100.0
100,215,83.984375,215,83.984375,100.0
150,221,86.328125,221,86.328125,100.0
200,231,90.234375,231,90.234375,100.0
