budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,127,49.609375,127,49.609375,100.0
40,167,65.234375,167,65.234375,100.0
50,182,71.09375,182,71.09375,100.0
60,200,78.125,200,78.125,100.0
75,209,81.640625,209,81.640625,100.0
100,216,84.375,216,84.375,100.0
150,220,85.9375,220,85.9375,100.0
200,225,87.890625,225,87.890625,100.0
