budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,40,62.5,40,62.5,100.0
40,43,67.1875,43,67.1875,100.0
50,44,68.75,44,68.75,100.0
60,59,92.1875,45,70.3125,76.27118644067797
75,63,98.4375,45,70.3125,71.42857142857143
100,64,100.0,45,70.3125,70.3125
150,64,100.0,45,70.3125,70.3125
200,64,100.0,45,70.3125,70.3125
