system_id,method,attack_mode,subset_size,attack_success_rate,avg_queries,median_queries,p90_queries,p95_queries,max_queries,avg_probe_queries,avg_search_queries,success_avg_queries,success_median_queries,failure_avg_queries,failure_median_queries,asr_at_q25,asr_at_q50,asr_at_q100,asr_at_q200
14,deterministic_mainline_v1,region_search,1717,97.37914800643921,21.842166569598135,19.0,51.0,83.0,195.0,2.0,19.842166569598135,19.0622009569378,11.0,125.13333333333334,115.0,80.3727431566686,89.74956319161328,95.9231217239371,97.37914967967384
118,deterministic_mainline_v1,single_active_region_search,1795,88.24512362480164,59.9949860724234,7.0,287.0,367.0,367.0,2.0,57.9949860724234,22.241161616161616,7.0,343.41706161137444,367.0,69.52646239554318,80.0,82.89693593314763,86.68523676880223
