scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,256,13.84375,11.0,12.812614328758203,3.0,3.0,19.0,29.0,39.0,99.0
probe_all,256,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,256,11.84375,9.0,12.812614328758203,1.0,1.0,17.0,27.0,37.0,97.0
total_success,252,13.031746031746032,11.0,10.875877273819462,3.0,3.0,19.0,27.0,35.0,63.0
total_failure,4,65.0,55.0,19.8997487421324,51.0,51.0,69.0,87.0,92.99999999999999,99.0
search_success,252,11.031746031746032,9.0,10.875877273819462,1.0,1.0,17.0,25.0,33.0,61.0
search_failure,4,63.0,53.0,19.8997487421324,49.0,49.0,67.0,85.0,90.99999999999999,97.0
