budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,47,18.359375,47,18.359375,100.0
40,97,37.890625,97,37.890625,100.0
50,97,37.890625,97,37.890625,100.0
60,107,41.796875,107,41.796875,100.0
75,128,50.0,128,50.0,100.0
100,141,55.078125,141,55.078125,100.0
150,150,58.59375,150,58.59375,100.0
200,157,61.328125,157,61.328125,100.0
