budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,58,45.3125,58,45.3125,100.0
40,60,46.875,60,46.875,100.0
50,68,53.125,68,53.125,100.0
60,70,54.6875,70,54.6875,100.0
75,90,70.3125,74,57.8125,82.22222222222223
100,106,82.8125,83,64.84375,78.30188679245283
150,128,100.0,86,67.1875,67.1875
200,128,100.0,86,67.1875,67.1875
