budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,15,46.875,15,46.875,100.0
40,16,50.0,16,50.0,100.0
50,18,56.25,18,56.25,100.0
60,25,78.125,21,65.625,84.0
75,28,87.5,22,68.75,78.57142857142857
100,32,100.0,22,68.75,68.75
150,32,100.0,22,68.75,68.75
200,32,100.0,22,68.75,68.75
