budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,0,0.0,0,0.0,0.0
40,0,0.0,0,0.0,0.0
50,0,0.0,0,0.0,0.0
60,0,0.0,0,0.0,0.0
75,6,9.375,6,9.375,100.0
100,16,25.0,16,25.0,100.0
150,32,50.0,32,50.0,100.0
200,46,71.875,45,70.3125,97.82608695652173
