budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,0,0.0,0,0.0,0.0
40,0,0.0,0,0.0,0.0
50,0,0.0,0,0.0,0.0
60,0,0.0,0,0.0,0.0
75,4,25.0,4,25.0,100.0
100,5,31.25,5,31.25,100.0
150,8,50.0,8,50.0,100.0
200,10,62.5,10,62.5,100.0
