budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,18,56.25,18,56.25,100.0
40,22,68.75,22,68.75,100.0
50,22,68.75,22,68.75,100.0
60,28,87.5,24,75.0,85.71428571428571
75,32,100.0,24,75.0,75.0
100,32,100.0,24,75.0,75.0
150,32,100.0,24,75.0,75.0
200,32,100.0,24,75.0,75.0
