budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,888,49.47075208913649,888,49.47075208913649,100.0
40,1178,65.6267409470752,1178,65.6267409470752,100.0
50,1292,71.97771587743732,1292,71.97771587743732,100.0
60,1402,78.1058495821727,1402,78.1058495821727,100.0
75,1485,82.72980501392757,1485,82.72980501392757,100.0
100,1513,84.28969359331477,1513,84.28969359331477,100.0
150,1544,86.016713091922,1544,86.016713091922,100.0
200,1584,88.24512534818942,1584,88.24512534818942,100.0
