system_id,method,subset_size,attack_success_rate,avg_queries,avg_probe_queries,avg_search_queries,delta_over_clean_l2_ratio_mean,state_support_retention_ratio_mean,state_offsupport_energy_ratio_mean
14,zoo_baseline,256,9.375,83.46875,0.0,83.46875,0.0862483130061521,0.5518468980367397,0.401880032991543
14,mainline,256,98.4375,13.84375,2.0,11.84375,0.0952184678979662,0.1915818990834039,0.0607943188841224
14,sparse_only,256,74.609375,25.578125,2.0,23.578125,0.0925422340402861,0.3981562402302235,0.1384969001769753
14,sparse_combined,256,97.265625,14.578125,2.0,12.578125,0.0946302534458523,0.2449973739084175,0.0523255546046372
118,zoo_baseline,256,0.0,709.0,0.0,709.0,0.2031250046240795,0.9239792043869076,0.2992317651505152
118,mainline,256,90.625,58.09375,2.0,56.09375,0.1972687105717026,0.232462481234677,0.1540222436026757
118,sparse_only,256,91.796875,50.6875,2.0,48.6875,0.1977789891599427,0.2262984518777255,0.1513469801026858
118,sparse_combined,256,91.015625,55.6875,2.0,53.6875,0.1991221943787431,0.2348623276635423,0.157675303567
