budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,214,83.59375,214,83.59375,100.0
40,242,94.53125,242,94.53125,100.0
50,245,95.703125,245,95.703125,100.0
60,253,98.828125,247,96.484375,97.62845849802372
75,255,99.609375,249,97.265625,97.6470588235294
100,256,100.0,249,97.265625,97.265625
150,256,100.0,249,97.265625,97.265625
200,256,100.0,249,97.265625,97.265625
