budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,167,65.234375,167,65.234375,100.0
40,185,72.265625,185,72.265625,100.0
50,188,73.4375,188,73.4375,100.0
60,228,89.0625,190,74.21875,83.33333333333333
75,245,95.703125,191,74.609375,77.95918367346938
100,256,100.0,191,74.609375,74.609375
150,256,100.0,191,74.609375,74.609375
200,256,100.0,191,74.609375,74.609375
