budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,141,55.078125,141,55.078125,100.0
40,155,60.546875,155,60.546875,100.0
50,165,64.453125,165,64.453125,100.0
60,182,71.09375,182,71.09375,100.0
75,198,77.34375,198,77.34375,100.0
100,210,82.03125,210,82.03125,100.0
150,219,85.546875,219,85.546875,100.0
200,227,88.671875,227,88.671875,100.0
