budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,821,47.81595806639488,821,47.81595806639488,100.0
40,991,57.71694816540477,991,57.71694816540477,100.0
50,1119,65.17181129877693,1119,65.17181129877693,100.0
60,1319,76.82003494467094,1197,69.7146185206756,90.7505686125853
75,1717,100.0,1258,73.26732673267327,73.26732673267327
100,1717,100.0,1258,73.26732673267327,73.26732673267327
150,1717,100.0,1258,73.26732673267327,73.26732673267327
200,1717,100.0,1258,73.26732673267327,73.26732673267327
