scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,1717,36.77810133954572,29.0,23.8614772601308,14.0,14.0,59.0,74.0,74.0,74.0
probe_all,1717,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0
search_all,1717,23.77810133954572,16.0,23.8614772601308,1.0,1.0,46.0,61.0,61.0,61.0
total_success,1258,25.395071542130367,14.0,16.346230280732836,14.0,14.0,39.0,51.0,59.0,74.0
total_failure,459,67.9760348583878,74.0,8.31288162043623,54.0,59.0,74.0,74.0,74.0,74.0
search_success,1258,12.395071542130365,1.0,16.346230280732836,1.0,1.0,26.0,38.0,46.0,61.0
search_failure,459,54.9760348583878,61.0,8.31288162043623,41.0,46.0,61.0,61.0,61.0,61.0
