budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,128,50.0,128,50.0,100.0
40,165,64.453125,165,64.453125,100.0
50,181,70.703125,181,70.703125,100.0
60,201,78.515625,201,78.515625,100.0
75,215,83.984375,215,83.984375,100.0
100,219,85.546875,219,85.546875,100.0
150,224,87.5,224,87.5,100.0
200,231,90.234375,231,90.234375,100.0
