budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,0,0.0,0,0.0,0.0
40,0,0.0,0,0.0,0.0
50,0,0.0,0,0.0,0.0
60,0,0.0,0,0.0,0.0
75,3,18.75,3,18.75,100.0
100,6,37.5,6,37.5,100.0
150,8,50.0,8,50.0,100.0
200,10,62.5,10,62.5,100.0
