scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,16,165.375,141.0,87.46347451936722,66.0,87.75,282.0,282.0,282.0,282.0
probe_all,16,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,65.0
search_all,16,100.375,76.0,87.46347451936722,1.0,22.75,217.0,217.0,217.0,217.0
total_success,11,112.36363636363636,90.0,46.199710206239345,66.0,76.5,141.0,180.0,193.5,207.0
total_failure,5,282.0,282.0,0.0,282.0,282.0,282.0,282.0,282.0,282.0
search_success,11,47.36363636363637,25.0,46.19971020623934,1.0,11.5,76.0,115.0,128.5,142.0
search_failure,5,217.0,217.0,0.0,217.0,217.0,217.0,217.0,217.0,217.0
