scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,32,50.28125,40.5,37.98209641972781,14.0,14.0,80.0,111.7,112.0,112.0
probe_all,32,13.0,13.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0
search_all,32,37.28125,27.5,37.98209641972781,1.0,1.0,67.0,98.7,99.0,99.0
total_success,25,35.8,14.0,28.804166365302088,14.0,14.0,63.0,71.20000000000002,93.19999999999993,109.0
total_failure,7,102.0,112.0,14.422205101855956,70.0,98.0,112.0,112.0,112.0,112.0
search_success,25,22.8,1.0,28.804166365302088,1.0,1.0,50.0,58.20000000000001,80.19999999999993,96.0
search_failure,7,89.0,99.0,14.422205101855956,57.0,85.0,99.0,99.0,99.0,99.0
