system_id,variant,subset_size,attack_success_rate,avg_queries,median_queries,p90_queries,p95_queries,max_queries,avg_probe_queries,avg_search_queries,noise_model,result_dir
14,physics_subspace_zoo_v1_noR,1717,98.07804226875305,13.760629004076879,11.0,31.0,39.79999999999927,99.0,2.0,11.760629004076879,unknown,C:\Users\Adam\Desktop\DFME\power system\topo_latent_blackbox\results\misc\misc\validate_noR_physics_subspace_20260329\runs\ieee_case14_validate_noR_physics_subspace_20260329
118,physics_subspace_zoo_v1_noR,1795,90.47353863716125,57.17493036211699,15.0,235.8000000000011,243.0,243.0,2.0,55.17493036211699,unknown,C:\Users\Adam\Desktop\DFME\power system\topo_latent_blackbox\results\misc\misc\validate_noR_physics_subspace_20260329\runs\ieee_case118_validate_noR_physics_subspace_20260329
