scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,16,199.3125,130.5,134.44549023210112,66.0,101.5,387.75,396.0,396.0,396.0
probe_all,16,65.0,65.0,0.0,65.0,65.0,65.0,65.0,65.0,65.0
search_all,16,134.3125,65.5,134.44549023210112,1.0,36.5,322.75,331.0,331.0,331.0
total_success,11,110.9090909090909,110.0,35.699387683708736,66.0,79.5,130.5,165.0,170.5,176.0
total_failure,5,393.8,396.0,4.3999999999999995,385.0,396.0,396.0,396.0,396.0,396.0
search_success,11,45.90909090909091,45.0,35.699387683708736,1.0,14.5,65.5,100.0,105.5,111.0
search_failure,5,328.8,331.0,4.3999999999999995,320.0,331.0,331.0,331.0,331.0,331.0
