scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,1795,66.82841225626741,15.0,85.90132043752783,3.0,3.0,111.0,243.0,243.0,243.0
probe_all,1795,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,1795,64.82841225626741,13.0,85.90132043752783,1.0,1.0,109.0,241.0,241.0,241.0
total_success,1578,42.6020278833967,11.0,59.488259556306275,3.0,3.0,63.0,143.0,183.0,243.0
total_failure,217,243.0,243.0,0.0,243.0,243.0,243.0,243.0,243.0,243.0
search_success,1578,40.6020278833967,9.0,59.488259556306275,1.0,1.0,61.0,141.0,181.0,241.0
search_failure,217,241.0,241.0,0.0,241.0,241.0,241.0,241.0,241.0,241.0
