budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,0,0.0,0,0.0,0.0
40,0,0.0,0,0.0,0.0
50,0,0.0,0,0.0,0.0
60,0,0.0,0,0.0,0.0
75,8,12.5,8,12.5,100.0
100,14,21.875,14,21.875,100.0
150,25,39.0625,25,39.0625,100.0
200,41,64.0625,41,64.0625,100.0
