scope,count,mean,median,std,min,q25,q75,p90,p95,max
total_all,32,14.5,11.0,14.343988287781052,3.0,3.0,19.0,34.60000000000001,44.8,59.0
probe_all,32,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
search_all,32,12.5,9.0,14.343988287781052,1.0,1.0,17.0,32.60000000000001,42.8,57.0
total_success,31,13.064516129032258,11.0,12.101547445360884,3.0,3.0,19.0,31.0,39.0,47.0
total_failure,1,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,59.0
search_success,31,11.064516129032258,9.0,12.101547445360884,1.0,1.0,17.0,29.0,37.0,45.0
search_failure,1,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,57.0
