budget,finished_count,finished_rate,success_count,success_rate,conditional_success_rate
25,13,20.3125,13,20.3125,100.0
40,15,23.4375,15,23.4375,100.0
50,16,25.0,16,25.0,100.0
60,16,25.0,16,25.0,100.0
75,16,25.0,16,25.0,100.0
100,18,28.125,18,28.125,100.0
150,20,31.25,20,31.25,100.0
200,20,31.25,20,31.25,100.0
