system_id,subset_size,clean_chi2_not_flagged_ratio,adv_chi2_not_flagged_ratio,clean_lnrt_not_flagged_ratio,adv_lnrt_not_flagged_ratio,delta_over_clean_l2_ratio_mean,delta_over_clean_l2_ratio_median,state_projection_ratio_mean,measurement_projection_ratio_mean,state_offsupport_energy_ratio_mean
14,1717,95.04950642585754,95.04950642585754,94.00116205215454,94.00116205215454,0.10123746683694455,0.06856304134331888,0.010757103772060943,0.018619205939312565,0.059962901496022604
118,1795,94.26183700561523,94.26183700561523,94.76323127746582,94.76323127746582,0.19363097968554366,0.16604303532732811,0.13935009597408513,0.14458267403446598,0.15850056245303404
